Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Malicious_Prob,Path_Selected,PDR,Avg_Delay,Throughput_kbps,Energy_Consumed,Packet_Loss,Anomaly_Score,Label,Attack_Class
N85,0.616,0.736,0.676,0.555,P6->P13->P28,78.77,32.06,91,4.869,56.52,0.05,0,Normal
N145,0.722,0.545,0.634,0.075,P2->P18->P28,53.93,15.67,71,1.405,22.48,0.116,0,Normal
N113,0.406,0.902,0.654,0.281,P4->P17->P30,71.89,7.59,47,4.11,1.12,0.228,0,Normal
N76,0.863,0.89,0.876,0.369,P4->P11->P27,79.03,27.82,93,2.234,8.19,0.675,0,Normal
N31,0.51,0.515,0.512,0.811,P5->P15->P21,92.92,19.2,77,1.462,22.42,0.803,1,Packet Drop
N69,0.333,0.462,0.398,0.979,P2->P16->P27,59.27,42.49,28,2.601,8.24,0.13,0,Normal
N146,0.531,0.511,0.521,0.525,P4->P13->P25,58.3,33.34,25,2.281,56.24,0.987,0,Normal
N54,0.85,0.479,0.664,0.661,P10->P16->P30,81.39,39.97,82,2.275,20.09,0.326,0,Normal
N125,0.355,0.951,0.653,0.501,P6->P15->P25,53.9,20.04,26,0.746,46.58,0.075,1,Selective Forwarding
N85,0.557,0.752,0.655,0.138,P5->P11->P26,54.85,31.21,19,1.953,48.87,0.341,0,Normal
N164,0.439,0.586,0.512,0.126,P4->P12->P27,88.44,9.29,24,4.089,10.66,0.358,0,Data Tampering
N46,0.502,0.555,0.528,0.672,P9->P14->P23,56.34,45.76,33,0.711,49.32,0.939,1,Packet Drop
N60,0.238,0.91,0.574,0.522,P2->P13->P25,72.9,33.89,23,4.693,27.66,0.164,0,Normal
N49,0.717,0.447,0.582,0.566,P4->P19->P29,85.45,48.28,21,2.798,48.46,0.735,0,Normal
N91,0.695,0.942,0.818,0.213,P10->P13->P21,61.44,27.73,32,2.067,22.15,0.958,0,Normal
N15,0.268,0.571,0.42,0.091,P4->P12->P28,53.84,15.06,31,2.546,47.09,0.776,0,Selective Forwarding
N147,0.316,0.974,0.645,0.321,P2->P13->P28,59.66,7.61,23,1.115,16.14,0.302,0,Normal
N4,0.914,0.816,0.865,0.649,P3->P14->P27,91.34,46.16,25,4.49,7.69,0.533,0,Normal
N68,0.55,0.806,0.678,0.658,P6->P13->P22,61.55,12.22,82,3.308,12.69,0.677,0,Normal
N103,0.94,0.406,0.673,0.878,P8->P17->P22,67.8,35.2,88,0.934,42.48,0.457,0,Normal
N36,0.36,0.922,0.641,0.177,P6->P11->P30,70.43,26.25,92,1.805,3.75,0.266,0,Normal
N183,0.708,0.513,0.61,0.129,P3->P11->P29,50.12,29.52,28,3.023,15.87,0.562,0,Normal
N4,0.958,0.331,0.644,0.083,P9->P18->P29,90.76,48.15,30,3.881,35.08,0.053,0,Packet Drop
N84,0.207,0.499,0.353,0.701,P4->P14->P21,59.99,30.32,39,3.202,28.86,0.128,1,Data Tampering
N31,0.282,0.804,0.543,0.033,P4->P18->P22,99.54,46.98,55,0.814,26.23,0.052,0,Normal
N52,0.655,0.432,0.544,0.702,P9->P17->P21,97.55,16.88,42,1.542,33.82,0.104,1,Packet Drop
N109,0.39,0.643,0.516,0.665,P7->P16->P29,85.03,10.63,54,3.267,7.28,0.249,1,Packet Drop
N85,0.512,0.546,0.529,0.988,P4->P17->P30,95.04,40.28,49,1.229,31.98,0.55,0,Normal
N48,0.701,0.765,0.733,0.152,P4->P19->P29,68.77,34.99,29,3.144,21.1,0.578,0,Normal
N20,0.825,0.707,0.766,0.52,P1->P12->P23,97.08,28.58,44,4.124,42.31,0.878,0,Normal
N152,0.609,0.367,0.488,0.381,P7->P11->P23,88.73,9.93,46,2.322,32.72,0.148,0,Normal
N123,0.948,0.808,0.878,0.333,P3->P18->P23,92.71,11.95,17,4.801,37.67,0.767,0,Normal
N182,0.392,0.355,0.374,0.494,P5->P15->P26,61.94,12.87,49,3.96,21.21,0.761,0,Normal
N37,0.925,0.602,0.764,0.114,P4->P14->P26,61.57,47.88,19,4.963,11.69,0.131,0,Normal
N176,0.974,0.749,0.861,0.419,P10->P11->P26,72.45,47.64,69,1.37,46.63,0.588,0,Normal
N90,0.621,0.605,0.613,0.613,P5->P11->P26,88.57,27.32,26,1.833,38.78,0.793,0,Normal
N78,0.882,0.505,0.694,0.675,P3->P15->P23,70.7,15.5,59,2.741,53.33,0.988,0,Normal
N85,0.618,0.266,0.442,0.019,P6->P19->P25,96.67,20.57,24,1.29,21.97,0.792,0,Normal
N133,0.379,0.861,0.62,0.353,P6->P18->P21,51.79,21.56,47,1.344,34.2,0.377,0,Normal
N185,0.552,0.991,0.772,0.622,P5->P18->P26,82.57,49.59,62,2.48,21.87,0.598,1,Packet Drop
N190,0.492,0.739,0.615,0.749,P10->P16->P28,95.97,44.3,76,3.255,56.52,0.44,0,Normal
N183,0.945,0.662,0.804,0.925,P2->P14->P24,93.7,16.97,92,4.91,42.32,0.201,0,Normal
N132,0.396,0.463,0.43,0.329,P5->P12->P26,56.92,39.92,28,0.986,45.27,0.806,0,Normal
N60,0.794,0.299,0.546,0.332,P9->P13->P22,53.5,23.73,17,4.082,8.29,0.183,0,Packet Drop
N118,0.357,0.69,0.524,0.611,P10->P15->P23,91.17,22.97,91,0.883,36.92,0.388,1,Packet Drop
N44,0.703,0.28,0.492,0.783,P6->P11->P23,94.81,10.47,17,4.32,19.05,0.292,0,Normal
N178,0.805,0.626,0.716,0.94,P2->P13->P28,98.33,47.4,93,1.08,55.98,0.838,0,Normal
N136,0.892,0.473,0.682,0.289,P10->P19->P23,97.73,24.11,77,3.736,5.81,0.833,0,Normal
N39,0.713,0.306,0.509,0.07,P6->P15->P22,79.73,35.2,37,4.605,52.33,0.469,0,Normal
N50,0.237,0.412,0.324,0.078,P5->P14->P28,84.11,41.73,18,2.781,44.3,0.949,0,Normal
N163,0.815,0.354,0.584,0.707,P3->P13->P28,95.03,18.86,91,2.426,22.77,0.142,1,Sybil Attack
N141,0.208,0.643,0.426,0.0,P2->P15->P26,55.11,6.39,54,3.816,49.32,0.062,0,Normal
N5,0.55,0.583,0.566,0.59,P8->P15->P27,53.88,35.65,94,1.083,11.89,0.464,0,Normal
N135,0.78,0.867,0.824,0.277,P9->P15->P27,89.01,35.04,71,3.737,30.95,0.568,0,Selective Forwarding
N99,0.493,0.387,0.44,0.361,P6->P19->P25,83.39,41.17,19,2.23,28.69,0.343,0,Data Tampering
N27,0.51,0.473,0.492,0.742,P4->P13->P28,50.53,43.31,64,0.951,20.87,0.19,1,Packet Drop
N167,0.839,0.616,0.728,0.914,P4->P13->P21,74.52,43.0,56,2.787,49.65,0.535,0,Normal
N60,0.943,0.58,0.762,0.064,P5->P12->P25,99.95,44.5,49,1.928,43.44,0.134,0,Normal
N123,0.415,0.416,0.416,0.586,P8->P12->P27,81.12,20.07,51,1.847,34.82,0.711,0,Normal
N164,0.511,0.811,0.661,0.549,P1->P20->P26,56.43,28.96,21,4.97,59.28,0.642,0,Normal
N180,0.788,0.243,0.516,0.563,P9->P11->P21,94.95,30.81,62,3.148,1.83,0.414,0,Normal
N30,0.397,0.493,0.445,0.082,P4->P20->P21,58.02,39.89,66,1.171,34.28,0.621,0,Normal
N195,0.884,0.765,0.824,0.637,P3->P20->P30,88.31,33.11,94,2.464,40.91,0.008,0,Normal
N52,0.804,0.234,0.519,0.576,P3->P12->P24,66.59,48.22,32,2.752,3.13,0.659,1,Data Tampering
N93,0.938,0.455,0.696,0.53,P1->P16->P30,85.91,31.51,73,2.533,58.22,0.359,0,Normal
N28,0.66,0.273,0.466,0.955,P6->P13->P24,68.74,20.97,30,1.854,57.7,0.434,0,Normal
N156,0.491,0.378,0.434,0.173,P5->P12->P30,91.64,13.8,72,1.035,52.19,0.333,0,Normal
N44,0.486,0.734,0.61,0.413,P7->P15->P25,88.71,11.56,57,4.575,43.85,0.382,0,Normal
N124,0.223,0.539,0.381,0.439,P5->P16->P30,66.6,22.74,57,3.279,10.38,0.514,0,Normal
N53,0.828,0.586,0.707,0.536,P7->P20->P24,84.72,6.49,21,4.62,16.22,0.242,0,Normal
N196,0.996,0.95,0.973,0.846,P6->P11->P22,88.71,11.22,14,2.243,25.2,0.27,1,Sybil Attack
N32,0.277,0.579,0.428,0.173,P1->P18->P23,59.54,31.73,16,0.638,18.87,0.719,0,Sybil Attack
N84,0.527,0.365,0.446,0.124,P9->P13->P30,65.6,40.23,47,3.159,55.76,0.789,0,Normal
N34,0.707,0.713,0.71,0.951,P5->P12->P26,72.6,42.49,76,2.291,32.98,0.79,0,Normal
N96,0.97,0.242,0.606,0.986,P1->P18->P22,76.91,30.65,65,0.599,46.88,0.473,1,Packet Drop
N68,0.309,0.677,0.493,0.68,P2->P13->P27,81.4,44.42,31,4.878,30.34,0.22,0,Normal
N129,0.506,0.265,0.386,0.027,P4->P13->P21,75.96,8.33,10,2.748,13.74,0.038,0,Normal
N194,0.732,0.253,0.492,0.644,P1->P17->P24,61.06,13.88,71,2.985,20.57,0.144,0,Normal
N15,0.425,0.436,0.43,0.432,P4->P11->P22,79.33,34.14,28,4.917,7.64,0.769,0,Normal
N114,0.306,0.337,0.322,0.22,P5->P17->P29,80.31,40.92,97,1.799,53.16,0.826,0,Normal
N132,0.345,0.939,0.642,0.296,P6->P16->P25,80.39,6.62,30,1.98,15.04,0.94,0,Normal
N116,0.219,0.658,0.438,0.774,P4->P12->P24,71.69,5.81,24,1.816,24.69,0.257,0,Normal
N125,0.895,0.658,0.776,0.447,P6->P16->P21,99.97,7.41,42,2.066,56.57,0.569,0,Normal
N174,0.773,0.344,0.558,0.05,P4->P20->P30,66.45,47.13,36,1.427,41.51,0.252,0,Normal
N41,0.99,0.603,0.796,0.128,P4->P20->P25,56.31,33.92,58,2.186,53.29,0.716,0,Normal
N30,0.732,0.925,0.828,0.641,P7->P16->P24,65.86,24.9,42,4.97,10.36,0.717,0,Normal
N199,0.726,0.615,0.67,0.886,P1->P12->P21,63.05,33.64,57,3.177,52.92,0.44,0,Normal
N141,0.267,0.507,0.387,0.606,P9->P20->P28,64.5,32.37,39,2.184,12.51,0.873,0,Normal
N45,0.59,0.943,0.766,0.059,P7->P16->P25,83.07,46.17,94,4.027,8.3,0.755,0,Normal
N113,0.772,0.771,0.772,0.427,P6->P20->P30,83.22,17.06,88,1.871,49.21,0.044,0,Normal
N47,0.667,0.839,0.753,0.323,P2->P16->P21,81.43,39.73,59,3.263,38.59,0.919,0,Normal
N114,0.717,0.534,0.626,0.119,P2->P13->P25,58.67,9.78,98,1.138,16.8,0.013,0,Normal
N125,0.84,0.422,0.631,0.062,P6->P12->P23,98.46,9.14,43,2.122,4.42,0.421,0,Normal
N6,0.529,0.32,0.424,0.382,P1->P20->P29,64.9,47.52,77,0.652,24.52,0.374,0,Data Tampering
N108,0.827,0.777,0.802,0.456,P3->P12->P27,53.99,18.26,36,3.378,38.73,0.613,0,Normal
N181,0.351,0.548,0.45,0.349,P4->P18->P24,68.27,40.9,22,1.123,16.08,0.641,0,Sybil Attack
N124,0.487,0.726,0.606,0.93,P10->P17->P24,72.74,24.63,16,3.604,48.86,0.1,0,Normal
N74,0.355,0.899,0.627,0.627,P1->P20->P28,86.15,23.67,32,0.512,14.86,0.831,0,Normal
N194,0.857,0.4,0.629,0.769,P3->P19->P23,84.81,20.65,90,3.984,33.62,0.501,0,Normal
N99,0.306,0.684,0.495,0.557,P6->P20->P27,69.93,27.17,35,4.667,54.1,0.907,0,Normal
N19,0.523,0.869,0.696,0.242,P1->P18->P24,69.44,30.39,95,0.644,51.95,0.66,0,Packet Drop
N181,0.844,0.705,0.774,0.049,P5->P16->P22,62.78,14.44,25,3.441,8.13,0.234,0,Data Tampering
N58,0.65,0.336,0.493,0.203,P1->P11->P23,93.21,13.22,44,3.478,19.14,0.565,0,Normal
N157,0.529,0.992,0.76,0.343,P3->P15->P29,84.92,49.83,74,4.829,19.22,0.377,0,Sybil Attack
N68,0.835,0.439,0.637,0.255,P4->P15->P25,88.53,19.06,12,1.463,6.28,0.872,0,Sybil Attack
N104,0.655,0.474,0.564,0.269,P7->P11->P24,51.05,45.92,58,2.571,49.33,0.351,0,Data Tampering
N76,0.71,0.232,0.471,0.887,P4->P19->P26,69.19,6.34,24,4.819,45.71,0.498,0,Normal
N77,0.904,0.966,0.935,0.633,P7->P19->P23,87.02,47.45,26,1.897,31.38,0.563,0,Normal
N53,0.612,0.861,0.736,0.532,P8->P17->P23,86.02,11.92,82,3.548,33.43,0.219,0,Normal
N95,0.916,0.754,0.835,0.645,P1->P16->P29,79.58,19.21,79,3.996,27.89,0.727,1,Sybil Attack
N3,0.69,0.41,0.55,0.514,P4->P11->P28,96.03,26.61,92,3.037,52.05,0.879,1,Data Tampering
N108,0.432,0.736,0.584,0.218,P5->P17->P22,95.55,7.73,59,2.976,50.88,0.575,0,Packet Drop
N158,0.835,0.485,0.66,0.829,P10->P17->P30,66.35,45.82,75,1.553,6.26,0.046,0,Normal
N36,0.491,0.469,0.48,0.577,P5->P13->P29,66.26,12.84,94,3.577,48.85,0.534,1,Data Tampering
N194,0.968,0.618,0.793,0.452,P1->P17->P22,72.5,41.1,87,2.03,55.77,0.051,0,Packet Drop
N191,0.712,0.816,0.764,0.348,P9->P20->P22,50.16,47.29,15,4.385,9.51,0.089,0,Normal
N83,0.638,0.902,0.77,0.531,P2->P19->P23,75.65,20.27,51,4.981,25.61,0.652,0,Normal
N53,0.668,0.588,0.628,0.878,P9->P20->P27,70.84,19.08,14,3.449,2.37,0.359,0,Normal
N119,0.899,0.837,0.868,0.532,P2->P17->P23,50.71,25.57,81,4.168,42.92,0.263,0,Normal
N112,0.362,0.676,0.519,0.657,P2->P15->P24,90.57,42.77,29,4.752,11.51,0.471,0,Normal
N15,0.755,0.79,0.772,0.445,P4->P12->P23,88.5,11.51,45,3.705,18.89,0.259,0,Packet Drop
N20,0.452,0.633,0.542,0.109,P10->P15->P21,90.55,10.43,31,0.643,38.91,0.126,0,Sybil Attack
N148,0.292,0.907,0.6,0.378,P5->P12->P21,90.09,23.46,19,0.73,20.52,0.75,0,Selective Forwarding
N71,0.544,0.355,0.45,0.87,P5->P11->P29,91.64,10.7,62,1.189,19.18,0.082,1,Sybil Attack
N59,0.376,0.335,0.356,0.105,P3->P14->P26,89.87,45.15,74,1.288,30.73,0.425,0,Normal
N55,0.839,0.552,0.696,0.224,P8->P14->P22,63.46,34.58,96,3.24,53.79,0.9,0,Sybil Attack
N111,0.553,0.624,0.588,0.949,P5->P17->P21,87.83,47.31,62,0.712,22.05,0.31,1,Packet Drop
N159,0.777,0.48,0.629,0.986,P1->P19->P22,97.35,30.29,77,1.35,27.61,0.14,0,Normal
N62,0.356,0.548,0.452,0.281,P4->P20->P27,72.19,34.66,22,2.64,35.94,0.566,0,Sybil Attack
N181,0.439,0.766,0.602,0.392,P8->P15->P28,72.7,8.92,96,3.774,55.07,0.106,0,Normal
N150,0.643,0.876,0.76,0.425,P1->P20->P27,78.45,28.25,14,2.19,58.47,0.945,0,Normal
N48,0.712,0.346,0.529,0.466,P2->P15->P23,52.21,14.49,13,0.524,2.15,0.63,0,Data Tampering
N16,0.604,0.589,0.596,0.816,P1->P13->P25,96.19,19.01,18,4.919,41.68,0.122,0,Normal
N131,0.718,0.331,0.524,0.199,P8->P12->P22,97.58,5.67,65,0.803,17.44,0.575,0,Normal
N193,0.915,0.631,0.773,0.585,P10->P19->P26,64.45,8.19,11,3.172,56.76,0.777,0,Normal
N189,0.917,0.279,0.598,0.625,P7->P18->P30,78.01,32.46,44,2.751,57.35,0.046,0,Normal
N90,0.886,0.701,0.794,0.818,P1->P20->P28,99.43,10.39,91,1.078,47.5,0.019,0,Normal
N12,0.553,0.203,0.378,0.615,P10->P18->P21,93.86,32.23,88,0.988,30.93,0.873,1,Sybil Attack
N25,0.942,0.995,0.968,0.796,P8->P14->P22,68.21,20.87,48,4.495,12.65,0.56,0,Normal
N194,0.955,0.232,0.594,0.169,P9->P11->P27,97.24,46.09,96,4.638,41.62,0.623,0,Sybil Attack
N113,0.25,0.672,0.461,0.552,P7->P20->P29,70.19,37.79,55,1.409,39.82,0.431,0,Normal
N197,0.703,0.504,0.603,0.408,P1->P20->P28,96.16,47.3,11,1.108,7.86,0.195,0,Packet Drop
N150,0.865,0.785,0.825,0.576,P5->P19->P28,70.8,28.87,25,1.001,31.61,0.121,1,Packet Drop
N49,0.899,0.718,0.808,0.136,P8->P20->P25,88.17,10.31,90,1.612,4.09,0.486,0,Packet Drop
N156,0.436,0.707,0.572,0.224,P9->P18->P21,56.13,5.21,86,4.751,20.27,0.415,0,Normal
N87,0.819,0.418,0.618,0.999,P8->P13->P27,57.77,34.8,93,3.725,21.81,0.771,0,Normal
N119,0.519,0.43,0.475,0.642,P3->P12->P26,93.33,31.33,15,0.608,23.53,0.173,1,Sybil Attack
N196,0.282,0.587,0.434,0.397,P5->P17->P30,94.84,47.58,31,3.702,24.39,0.011,0,Data Tampering
N67,0.62,0.366,0.493,0.495,P1->P14->P24,67.66,9.34,89,2.723,51.71,0.291,0,Normal
N159,0.998,0.539,0.768,0.571,P9->P13->P22,82.58,25.02,38,1.977,48.56,0.966,0,Normal
N17,0.597,0.574,0.585,0.101,P7->P15->P22,89.59,49.53,29,3.25,52.67,0.294,0,Sybil Attack
N189,0.777,0.785,0.781,0.751,P4->P20->P24,89.91,20.48,65,1.323,37.52,0.307,1,Packet Drop
N156,0.931,0.572,0.752,0.817,P3->P20->P28,98.77,13.53,66,3.231,41.89,0.628,0,Normal
N109,0.235,0.886,0.56,0.338,P9->P18->P30,94.7,7.01,15,3.157,20.7,0.829,0,Normal
N197,0.926,0.455,0.69,0.951,P10->P18->P30,86.18,42.53,95,3.147,29.59,0.834,1,Selective Forwarding
N185,0.714,0.662,0.688,0.802,P2->P19->P21,67.97,45.87,29,2.511,56.26,0.664,0,Normal
N151,0.702,0.547,0.624,0.811,P7->P20->P24,72.03,44.38,98,4.652,28.69,0.239,0,Normal
N24,0.806,0.77,0.788,0.055,P1->P11->P30,60.8,20.04,24,4.251,14.85,0.726,0,Packet Drop
N60,0.462,0.267,0.365,0.854,P4->P19->P23,74.65,9.31,51,3.911,38.61,0.665,1,Selective Forwarding
N103,0.679,0.945,0.812,0.988,P3->P19->P27,80.26,30.0,10,2.767,19.08,0.47,0,Normal
N181,0.99,0.732,0.861,0.659,P1->P12->P25,94.22,17.34,35,4.316,36.43,0.881,0,Normal
N41,0.85,0.884,0.867,0.748,P5->P16->P29,94.71,32.65,20,4.904,58.22,0.44,0,Normal
N70,0.901,0.473,0.687,0.755,P9->P13->P26,55.2,28.57,66,3.262,47.63,0.303,0,Normal
N106,0.603,0.509,0.556,0.436,P8->P16->P23,76.85,28.95,90,1.631,35.65,0.421,0,Packet Drop
N49,0.847,0.407,0.627,0.473,P1->P17->P25,86.92,41.89,50,3.782,44.05,0.077,0,Normal
N175,0.624,0.258,0.441,0.365,P9->P12->P29,59.43,5.77,32,3.352,10.06,0.305,0,Normal
N85,0.957,0.748,0.852,0.365,P10->P15->P25,73.16,31.63,53,1.458,25.59,0.004,0,Data Tampering
N177,0.314,0.321,0.318,0.279,P2->P12->P22,56.31,36.37,89,4.728,32.22,0.535,0,Normal
N139,0.936,0.29,0.613,0.692,P7->P19->P29,83.49,12.22,86,2.989,28.72,0.128,0,Normal
N51,0.893,0.772,0.832,0.296,P1->P12->P29,94.23,28.32,66,3.908,53.69,0.175,0,Normal
N58,0.4,0.334,0.367,0.589,P5->P14->P25,52.89,44.65,55,2.389,20.87,0.036,0,Normal
N124,0.293,0.842,0.568,0.494,P6->P19->P22,81.58,45.64,37,4.073,37.54,0.202,0,Data Tampering
N141,0.729,0.99,0.859,0.26,P2->P19->P24,97.61,29.57,55,1.565,3.12,0.456,0,Normal
N194,0.929,0.328,0.629,0.211,P5->P19->P22,98.39,9.68,87,3.877,53.76,0.201,0,Selective Forwarding
N117,0.827,0.762,0.794,0.451,P4->P14->P21,67.01,8.99,52,3.834,28.31,0.176,0,Normal
N98,0.396,0.867,0.632,0.93,P5->P15->P26,74.79,25.49,52,3.05,1.49,0.781,0,Normal
N122,0.733,0.67,0.702,0.592,P1->P20->P24,69.51,30.66,93,1.161,5.84,0.317,1,Packet Drop
N196,0.369,0.626,0.498,0.7,P10->P11->P26,99.05,42.28,49,0.708,22.81,0.464,1,Packet Drop
N168,0.917,0.886,0.902,0.557,P9->P11->P26,89.65,43.6,80,0.749,33.04,0.814,0,Normal
N83,0.601,0.559,0.58,0.809,P3->P14->P27,58.11,5.75,83,3.973,42.17,0.997,0,Normal
N198,0.674,0.846,0.76,0.849,P10->P15->P25,83.05,19.5,76,3.468,49.98,0.412,0,Normal
N59,0.446,0.549,0.498,0.404,P2->P19->P24,51.22,30.53,40,2.972,20.78,0.462,0,Normal
N48,0.431,0.504,0.468,0.443,P5->P20->P24,52.86,10.41,81,4.179,27.15,0.905,0,Data Tampering
N21,0.844,0.295,0.57,0.704,P8->P16->P30,50.57,45.9,68,4.969,3.31,0.105,1,Sybil Attack
N13,0.605,0.439,0.522,0.298,P1->P17->P28,96.11,41.51,98,2.88,29.49,0.14,0,Data Tampering
N11,0.211,0.442,0.326,0.473,P3->P16->P21,94.06,27.88,84,3.577,6.2,0.208,0,Normal
N52,0.543,0.586,0.564,0.423,P5->P14->P24,64.15,24.6,13,3.46,43.72,0.447,0,Normal
N140,0.915,0.699,0.807,0.646,P10->P14->P23,58.11,28.83,45,3.922,32.65,0.008,0,Normal
N84,0.891,0.793,0.842,0.71,P6->P17->P23,54.5,16.86,54,3.075,30.94,0.83,1,Packet Drop
N3,0.227,0.743,0.485,0.815,P9->P20->P24,80.22,22.47,45,0.585,26.9,0.578,0,Normal
N26,0.798,0.56,0.679,0.395,P7->P20->P22,56.73,32.57,37,1.762,11.96,0.577,0,Normal
N66,0.566,0.451,0.508,0.536,P2->P14->P21,80.25,41.45,42,4.359,2.34,0.078,0,Normal
N162,0.406,0.491,0.448,0.155,P7->P15->P29,80.64,25.52,25,0.807,43.14,0.597,0,Normal
N61,0.866,0.846,0.856,0.175,P10->P12->P29,59.31,9.04,25,4.086,2.44,0.095,0,Data Tampering
N27,0.682,0.951,0.816,0.156,P7->P19->P30,79.52,48.25,93,1.855,18.37,0.078,0,Selective Forwarding
N33,0.563,0.217,0.39,0.152,P5->P17->P30,54.27,7.2,46,2.936,51.07,0.891,0,Normal
N78,0.601,0.439,0.52,0.975,P3->P14->P28,98.85,45.09,59,1.795,30.63,0.024,1,Data Tampering
N149,0.604,0.925,0.764,0.624,P3->P11->P21,63.03,44.46,67,3.763,15.86,0.238,1,Selective Forwarding
N99,0.433,0.912,0.672,0.436,P6->P14->P24,78.47,13.61,91,1.339,39.31,0.452,0,Packet Drop
N103,0.508,0.86,0.684,0.43,P9->P13->P21,57.43,38.35,21,4.38,15.28,0.629,0,Packet Drop
N11,0.339,0.663,0.501,0.951,P1->P20->P29,77.77,9.54,40,0.656,42.26,0.74,0,Normal
N44,0.912,0.582,0.747,0.892,P2->P15->P21,89.1,45.51,28,2.173,18.3,0.426,0,Normal
N92,0.352,0.63,0.491,0.762,P2->P11->P25,62.6,10.85,51,2.033,11.66,0.897,0,Normal
N58,0.932,0.457,0.694,0.184,P2->P12->P24,96.35,6.53,21,3.243,11.04,0.977,0,Normal
N165,0.298,0.772,0.535,0.513,P10->P16->P21,82.05,31.34,54,3.969,36.55,0.269,0,Normal
N33,0.529,0.307,0.418,0.602,P2->P18->P21,63.77,32.54,72,1.744,8.8,0.891,0,Normal
N138,0.967,0.992,0.98,0.19,P9->P16->P25,66.0,36.56,54,4.154,17.74,0.761,0,Normal
N82,0.517,0.861,0.689,0.321,P3->P15->P28,93.72,17.87,42,1.807,45.33,0.117,0,Normal
N195,0.233,0.751,0.492,0.643,P5->P20->P30,83.97,42.45,37,4.713,22.47,0.59,0,Normal
N95,0.596,0.385,0.49,0.508,P8->P18->P25,83.09,20.65,91,3.314,19.67,0.105,0,Normal
N22,0.274,0.841,0.558,0.623,P1->P17->P28,86.55,17.43,33,3.178,38.19,0.577,0,Normal
N133,0.746,0.725,0.736,0.78,P4->P19->P25,90.05,48.85,91,3.607,48.03,0.713,1,Sybil Attack
N174,0.979,0.481,0.73,0.326,P4->P16->P26,52.32,36.73,47,0.931,30.82,0.582,0,Selective Forwarding
N20,0.698,0.256,0.477,0.063,P6->P20->P22,76.59,17.55,12,2.668,39.77,0.681,0,Normal
N38,0.415,0.748,0.582,0.135,P4->P19->P25,73.31,41.51,19,1.323,47.15,0.479,0,Normal
N151,0.239,0.93,0.584,0.796,P7->P14->P25,62.36,46.21,76,2.638,19.54,0.606,0,Normal
N142,0.856,0.85,0.853,0.783,P5->P19->P24,98.36,5.27,26,4.905,52.55,0.545,0,Normal
N200,0.566,0.716,0.641,0.02,P5->P11->P25,79.99,49.96,85,4.235,24.1,0.812,0,Selective Forwarding
N83,0.658,0.272,0.465,0.484,P8->P14->P23,66.42,26.41,29,1.424,7.57,0.255,0,Normal
N193,0.486,0.567,0.526,0.223,P5->P18->P26,92.78,10.12,65,4.889,28.14,0.84,0,Selective Forwarding
N102,0.816,0.422,0.619,0.086,P7->P17->P28,81.99,31.68,42,3.776,22.04,0.207,0,Packet Drop
N116,0.8,0.931,0.866,0.345,P7->P14->P24,96.12,45.54,73,1.014,47.65,0.78,0,Normal
N87,0.925,0.96,0.942,0.743,P3->P11->P30,81.98,10.66,94,1.349,37.57,0.55,0,Normal
N115,0.888,0.818,0.853,0.72,P7->P19->P26,53.37,6.48,94,3.519,50.0,0.918,0,Normal
N20,0.504,0.323,0.414,0.954,P7->P18->P25,79.31,8.46,67,4.509,43.81,0.133,0,Normal
N96,0.423,0.709,0.566,0.374,P5->P17->P30,54.95,6.94,21,2.814,36.77,0.891,0,Normal
N129,0.814,0.402,0.608,0.323,P3->P12->P23,51.22,35.06,55,3.075,39.76,0.255,0,Normal
N168,0.865,0.67,0.768,0.747,P2->P16->P28,87.06,12.56,10,1.101,8.19,0.314,1,Selective Forwarding
N138,0.944,0.894,0.919,0.694,P4->P13->P30,83.44,22.52,16,4.641,28.74,0.259,0,Normal
N44,0.725,0.719,0.722,0.064,P1->P16->P24,84.92,11.42,77,2.682,3.38,0.931,0,Normal
N77,0.658,0.833,0.746,0.517,P2->P16->P24,92.01,31.28,73,4.191,49.5,0.831,0,Normal
N113,0.257,0.537,0.397,0.835,P10->P15->P28,99.86,23.84,27,2.232,52.79,0.309,0,Normal
N45,0.869,0.735,0.802,0.312,P4->P18->P22,98.89,30.27,83,1.783,14.73,0.406,0,Normal
N60,0.476,0.915,0.696,0.681,P9->P15->P24,70.41,19.16,24,3.528,59.35,0.067,0,Normal
N14,0.426,0.399,0.412,0.404,P10->P18->P28,56.09,11.46,38,3.989,11.55,0.174,0,Normal
N45,0.847,0.357,0.602,0.598,P4->P12->P25,78.1,20.16,96,2.192,26.61,0.975,1,Data Tampering
N36,0.311,0.208,0.26,0.738,P3->P18->P25,76.21,28.21,58,3.252,33.23,0.723,1,Sybil Attack
N92,0.763,0.742,0.752,0.485,P5->P19->P30,68.35,42.22,99,4.61,20.92,0.771,0,Sybil Attack
N130,0.509,0.699,0.604,0.059,P4->P13->P23,65.9,27.54,88,1.007,41.54,0.004,0,Packet Drop
N18,0.33,0.881,0.606,0.657,P2->P12->P22,63.64,26.65,19,3.251,19.56,0.353,0,Normal
N163,0.607,0.954,0.78,0.184,P3->P20->P29,92.13,35.93,34,2.377,22.34,0.554,0,Normal
N31,0.831,0.603,0.717,0.281,P9->P16->P26,99.25,40.45,49,2.481,36.74,0.46,0,Normal
N99,0.658,0.694,0.676,0.984,P8->P16->P23,94.01,44.93,42,2.174,1.56,0.927,0,Normal
