Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR (%),Delay (ms),Energy (mJ),Path_Selected,Packet_Loss (%),Anomaly_Score,Label
N134,0.564,0.416,0.49,Normal,0.427,53,88.26,42.96,2.249,P6->P19->P29,43.05,0.088,0
N43,0.26,0.279,0.27,Normal,0.638,65,80.81,11.62,4.944,P6->P11->P24,34.27,0.269,0
N3,0.611,0.292,0.452,Normal,0.144,20,68.66,16.19,0.657,P8->P17->P26,10.55,0.837,0
N66,0.913,0.384,0.649,Normal,0.425,36,90.07,19.73,1.448,P2->P18->P27,3.29,0.543,0
N129,0.403,0.264,0.334,Normal,0.293,24,85.03,12.58,1.895,P7->P14->P22,17.22,0.919,0
N199,0.562,0.229,0.396,Normal,0.955,73,98.07,9.23,1.67,P9->P12->P23,21.35,0.2,0
N53,0.369,0.759,0.564,Selective Forwarding,0.128,65,54.84,49.19,2.837,P2->P14->P21,38.21,0.326,0
N90,0.346,0.893,0.619,Normal,0.71,95,64.93,49.9,1.049,P9->P16->P24,0.29,0.804,0
N15,0.391,0.431,0.411,Data Tampering,0.149,70,85.69,19.24,3.078,P6->P12->P29,10.61,0.066,0
N118,0.266,0.233,0.25,Normal,0.89,88,68.48,9.64,0.531,P2->P20->P25,48.49,0.523,0
N165,0.448,0.559,0.504,Normal,0.719,51,95.19,41.8,2.745,P5->P19->P27,48.19,0.935,0
N23,0.617,0.727,0.672,Selective Forwarding,0.81,92,78.49,12.51,1.108,P1->P18->P27,12.44,0.754,1
N3,0.455,0.557,0.506,Sybil Attack,0.871,92,87.04,41.31,0.893,P10->P11->P29,52.17,0.469,1
N149,0.506,0.378,0.442,Normal,0.149,81,71.42,48.95,4.963,P2->P13->P29,37.11,0.421,0
N185,0.682,0.732,0.707,Normal,0.798,17,82.4,20.82,3.061,P6->P11->P21,15.23,0.782,0
N83,0.599,0.981,0.79,Normal,0.866,97,70.21,25.81,4.534,P3->P19->P21,57.6,0.845,0
N56,0.468,0.34,0.404,Normal,0.063,85,62.5,29.67,0.678,P7->P17->P21,12.91,0.289,0
N132,0.41,0.849,0.63,Sybil Attack,0.083,47,57.67,9.77,1.035,P1->P20->P23,53.9,0.769,0
N23,0.567,0.515,0.541,Packet Drop,0.579,22,51.35,10.35,3.251,P5->P19->P29,28.03,0.208,1
N191,0.781,0.238,0.51,Normal,0.949,27,73.02,7.31,3.507,P1->P13->P29,47.95,0.822,0
N93,0.824,0.624,0.724,Selective Forwarding,0.32,38,91.42,29.76,2.211,P10->P16->P23,23.6,0.735,0
N186,0.361,0.33,0.346,Sybil Attack,0.196,11,58.43,12.35,1.953,P4->P17->P29,12.54,0.008,0
N81,0.448,0.533,0.491,Packet Drop,0.414,83,75.2,22.55,4.147,P1->P17->P21,11.21,0.939,0
N34,0.419,0.641,0.53,Sybil Attack,0.713,31,93.32,16.36,3.62,P2->P19->P26,48.18,0.296,1
N21,0.842,0.793,0.818,Normal,0.123,82,85.49,17.81,1.664,P7->P18->P22,34.54,0.455,0
N96,0.805,0.577,0.691,Normal,0.625,31,74.45,43.84,4.181,P6->P13->P29,24.02,0.226,0
N11,0.895,0.518,0.706,Selective Forwarding,0.538,92,91.25,29.78,2.899,P8->P16->P26,13.43,0.269,1
N121,0.427,0.892,0.66,Normal,0.688,49,52.22,22.0,2.926,P7->P11->P28,17.06,0.761,0
N152,0.32,0.248,0.284,Packet Drop,0.43,32,52.31,27.12,4.221,P4->P19->P24,41.25,0.033,0
N19,0.557,0.938,0.748,Data Tampering,0.713,91,91.08,32.71,0.906,P10->P19->P28,42.24,0.013,1
N187,0.519,0.883,0.701,Normal,0.624,91,71.52,28.18,2.213,P9->P16->P26,56.71,0.208,0
N49,0.271,0.352,0.312,Sybil Attack,0.641,32,78.48,28.21,3.519,P2->P17->P22,9.06,0.431,1
N50,0.797,0.209,0.503,Normal,0.428,15,54.42,41.6,4.627,P4->P12->P28,1.45,0.603,0
N133,0.313,0.975,0.644,Normal,0.725,84,60.14,37.29,3.256,P1->P15->P30,54.94,0.37,0
N119,0.278,0.283,0.28,Data Tampering,0.25,95,86.17,14.16,1.451,P7->P13->P27,9.54,0.763,0
N48,0.721,0.381,0.551,Normal,0.998,95,74.02,25.4,4.875,P7->P15->P24,31.37,0.795,0
N27,0.508,0.523,0.516,Normal,0.189,19,80.61,7.07,3.502,P5->P16->P22,2.1,0.559,0
N29,0.298,0.265,0.282,Normal,0.402,38,67.48,44.01,3.021,P8->P13->P23,18.23,0.249,0
N36,0.834,0.203,0.518,Selective Forwarding,0.526,80,57.48,12.54,2.677,P10->P18->P29,1.69,0.246,1
N100,0.209,0.623,0.416,Normal,0.018,66,60.54,18.1,0.599,P2->P15->P22,56.52,0.426,0
N192,0.753,0.56,0.657,Packet Drop,0.215,69,82.8,43.23,3.715,P9->P12->P26,43.74,0.936,0
N126,0.5,0.626,0.563,Sybil Attack,0.028,43,58.3,30.14,3.673,P7->P19->P24,31.33,0.151,0
N153,0.278,0.836,0.557,Normal,0.184,47,62.05,35.03,2.978,P1->P19->P28,45.63,0.339,0
N33,0.207,0.443,0.325,Normal,0.831,77,53.71,31.74,4.122,P3->P18->P21,53.62,0.634,0
N189,0.471,0.269,0.37,Normal,0.517,22,76.08,36.28,2.16,P7->P16->P25,4.97,0.583,0
N119,0.809,0.842,0.826,Normal,0.331,59,94.62,33.84,1.159,P1->P17->P30,13.46,0.701,0
N177,0.698,0.968,0.833,Data Tampering,0.084,27,82.43,6.08,4.508,P5->P15->P30,56.74,0.108,0
N112,0.358,0.704,0.531,Normal,0.196,60,62.97,9.27,1.234,P9->P12->P29,3.98,0.967,0
N35,0.577,0.657,0.617,Normal,0.184,28,51.78,8.81,3.674,P7->P12->P26,52.91,0.641,0
N26,0.619,0.531,0.575,Selective Forwarding,0.039,50,59.89,13.32,1.337,P1->P20->P21,6.93,0.139,0
N110,0.519,0.568,0.544,Packet Drop,0.227,25,99.83,8.7,3.662,P7->P19->P29,19.3,0.945,0
N172,0.93,0.888,0.909,Normal,0.707,81,65.32,30.07,4.609,P5->P13->P27,0.85,0.719,0
N138,0.519,0.971,0.745,Normal,0.551,17,59.51,49.45,1.409,P10->P14->P27,26.27,0.378,0
N48,0.596,0.716,0.656,Normal,0.974,34,75.22,24.47,4.81,P9->P14->P24,7.61,0.106,0
N78,0.655,0.877,0.766,Normal,0.86,39,96.27,14.41,3.271,P1->P18->P30,23.36,0.78,0
N111,0.562,0.827,0.694,Normal,0.625,93,65.86,37.52,2.461,P4->P16->P23,41.58,0.747,0
N128,0.231,0.924,0.578,Normal,0.254,51,62.87,12.33,2.857,P6->P19->P25,10.9,0.696,0
N50,0.266,0.839,0.552,Sybil Attack,0.751,19,68.89,19.61,4.237,P1->P20->P22,19.07,0.154,1
N29,0.255,0.854,0.554,Data Tampering,0.408,50,78.21,6.8,4.521,P2->P17->P22,19.42,0.503,0
N49,0.383,0.961,0.672,Normal,0.597,32,63.05,10.29,3.856,P9->P12->P26,40.09,0.764,0
N76,0.868,0.655,0.762,Normal,0.723,69,64.4,35.0,4.454,P4->P18->P21,45.86,0.444,0
N121,0.917,0.304,0.61,Normal,0.784,33,97.7,18.08,4.707,P7->P19->P29,20.08,0.145,0
N26,0.445,0.908,0.676,Normal,0.057,61,90.6,31.95,1.118,P3->P12->P23,9.33,0.565,0
N165,0.486,0.363,0.424,Normal,0.309,40,58.76,22.61,2.496,P2->P14->P29,56.0,0.315,0
N86,0.538,0.291,0.414,Normal,0.93,96,59.44,37.96,1.507,P2->P20->P29,26.19,0.723,0
N54,0.36,0.83,0.595,Normal,0.987,67,52.14,35.76,2.205,P9->P15->P21,2.18,0.369,0
N38,0.689,0.513,0.601,Packet Drop,0.587,24,63.39,28.61,3.19,P8->P14->P28,23.48,0.228,1
N35,0.405,0.794,0.6,Normal,0.327,18,85.99,48.29,2.23,P2->P15->P27,45.69,0.749,0
N71,0.39,0.593,0.492,Data Tampering,0.273,13,88.57,42.77,3.979,P2->P16->P23,5.54,0.837,0
N59,0.351,0.235,0.293,Normal,0.302,74,53.48,31.2,3.511,P8->P15->P24,6.12,0.782,0
N42,0.772,0.548,0.66,Normal,0.221,10,84.09,30.34,1.442,P8->P16->P21,7.88,0.534,0
N101,0.221,0.631,0.426,Normal,0.82,57,62.22,48.36,3.455,P9->P11->P30,24.6,0.829,0
N80,0.289,0.904,0.596,Normal,0.65,63,56.19,16.05,0.684,P1->P15->P26,47.2,0.208,0
N148,0.37,0.823,0.596,Packet Drop,0.617,69,81.23,10.37,4.54,P2->P14->P21,29.53,0.726,1
N5,0.592,0.389,0.49,Normal,0.125,56,99.57,8.61,1.463,P10->P16->P27,13.6,0.19,0
N133,0.341,0.317,0.329,Normal,0.932,25,68.11,20.06,1.338,P4->P18->P30,26.12,0.011,0
N82,0.637,0.537,0.587,Sybil Attack,0.044,23,97.95,16.94,2.461,P8->P11->P26,51.2,0.955,0
N137,0.912,0.703,0.808,Data Tampering,0.196,22,79.11,49.65,4.348,P2->P12->P26,36.91,0.573,0
N29,0.412,0.903,0.658,Normal,0.71,31,53.53,17.06,1.476,P1->P19->P29,59.54,0.696,0
N128,0.559,0.331,0.445,Normal,0.97,27,51.38,13.33,4.329,P5->P13->P30,11.7,0.064,0
N66,0.532,0.935,0.734,Normal,0.811,20,68.62,18.9,4.443,P10->P15->P29,57.58,0.091,0
N28,0.856,0.648,0.752,Packet Drop,0.813,44,63.05,7.85,4.524,P2->P14->P21,3.34,0.842,1
N44,0.638,0.245,0.442,Normal,0.758,51,86.9,49.64,4.617,P8->P14->P26,57.6,0.032,0
N111,0.671,0.798,0.734,Packet Drop,0.375,52,96.0,31.25,4.972,P6->P11->P27,29.17,0.93,0
N2,0.614,0.418,0.516,Packet Drop,0.084,64,84.83,37.44,4.983,P8->P18->P26,9.61,0.827,0
N88,0.298,0.603,0.45,Normal,0.758,72,52.21,49.54,3.787,P3->P14->P28,1.37,0.695,0
N140,0.776,0.59,0.683,Normal,0.229,19,69.04,26.93,4.307,P7->P16->P25,11.76,0.203,0
N159,0.587,0.735,0.661,Normal,0.424,29,99.17,45.76,4.424,P9->P18->P25,58.11,0.297,0
N13,0.958,0.734,0.846,Normal,0.158,29,99.89,28.07,4.793,P9->P12->P21,44.56,0.874,0
N176,0.483,0.258,0.37,Normal,0.595,30,77.67,25.96,1.795,P6->P20->P24,58.45,0.839,0
N80,0.908,0.333,0.62,Normal,0.365,24,50.96,40.07,2.639,P2->P17->P23,19.25,0.047,0
N121,0.44,0.491,0.466,Data Tampering,0.228,31,83.37,23.75,2.749,P4->P18->P21,57.06,0.828,0
N117,0.492,0.805,0.649,Packet Drop,0.601,72,54.72,19.59,2.037,P1->P18->P30,1.64,0.835,1
N88,0.689,0.328,0.508,Packet Drop,0.013,59,84.35,26.95,2.767,P5->P11->P30,19.16,0.958,0
N125,0.525,0.804,0.665,Normal,0.972,85,91.23,15.32,3.32,P7->P17->P25,24.47,0.26,0
N67,0.995,0.316,0.656,Normal,0.449,31,74.72,25.15,3.786,P3->P18->P22,26.96,0.915,0
N39,0.648,0.531,0.59,Normal,0.476,88,56.3,25.95,1.14,P9->P16->P26,21.42,0.19,0
N16,0.903,0.654,0.778,Sybil Attack,0.838,32,60.71,9.83,1.885,P10->P13->P21,55.99,0.008,1
N64,0.489,0.608,0.548,Normal,0.647,37,78.35,31.24,3.309,P2->P17->P29,52.12,0.033,0
N110,0.723,0.388,0.556,Normal,0.255,81,88.26,14.61,0.724,P7->P19->P26,48.12,0.917,0
N102,0.411,0.302,0.356,Selective Forwarding,0.172,81,58.38,22.25,3.656,P3->P11->P29,6.44,0.743,0
N198,0.552,0.957,0.754,Packet Drop,0.248,44,99.06,46.73,1.435,P7->P12->P22,36.27,0.948,0
N166,0.941,0.65,0.796,Normal,0.699,20,91.06,42.63,1.585,P10->P19->P30,21.62,0.155,0
N95,0.805,0.876,0.84,Normal,0.253,57,91.5,44.71,1.983,P8->P11->P24,30.74,0.574,0
N129,0.857,0.398,0.628,Normal,0.779,10,98.06,33.55,1.028,P7->P17->P27,31.51,0.366,0
N51,0.538,0.783,0.661,Sybil Attack,0.002,72,56.85,12.71,1.344,P7->P11->P28,53.76,0.573,0
N200,0.63,0.338,0.484,Packet Drop,0.461,39,67.97,41.12,4.358,P7->P19->P23,55.9,0.091,0
N22,0.212,0.757,0.484,Normal,0.004,18,73.8,24.43,4.388,P4->P11->P24,29.98,0.061,0
N31,0.726,0.424,0.575,Packet Drop,0.797,17,72.88,32.13,3.921,P6->P15->P28,26.06,0.192,1
N188,0.945,0.928,0.936,Sybil Attack,0.869,52,75.44,37.81,1.218,P1->P16->P22,55.55,0.089,1
N124,0.396,0.484,0.44,Normal,0.071,35,65.58,9.45,1.123,P9->P17->P26,37.55,0.556,0
N66,0.534,0.58,0.557,Sybil Attack,0.072,63,80.27,12.95,4.721,P10->P15->P21,34.3,0.013,0
N62,0.623,0.584,0.603,Data Tampering,0.298,91,52.75,45.66,0.513,P7->P19->P28,12.38,0.539,0
N118,0.552,0.387,0.47,Normal,0.285,78,65.67,44.28,3.516,P1->P12->P23,7.23,0.298,0
N4,0.787,0.899,0.843,Selective Forwarding,0.572,19,70.01,7.13,4.245,P2->P17->P23,57.82,0.371,1
N141,0.305,0.486,0.395,Normal,0.139,83,82.1,26.54,1.138,P6->P11->P21,4.61,0.798,0
N72,0.733,0.439,0.586,Normal,0.278,25,80.06,44.53,3.925,P3->P16->P22,51.08,0.811,0
N98,0.42,0.724,0.572,Sybil Attack,0.824,92,67.24,6.19,0.907,P2->P11->P29,22.25,0.053,1
N67,0.548,0.913,0.73,Normal,0.771,16,64.5,26.55,1.884,P6->P13->P25,26.37,0.197,0
N86,0.579,0.521,0.55,Normal,0.93,78,52.13,26.35,0.866,P7->P13->P27,38.77,0.175,0
N60,0.917,0.707,0.812,Data Tampering,0.764,25,94.54,6.23,1.375,P8->P16->P25,27.97,0.13,1
N67,0.278,0.855,0.566,Normal,0.976,34,79.43,32.33,3.49,P7->P15->P21,42.06,0.422,0
N36,0.679,0.697,0.688,Normal,0.792,54,56.19,9.71,3.297,P3->P12->P27,19.93,0.796,0
N191,0.911,0.973,0.942,Sybil Attack,0.302,95,98.89,26.84,4.135,P7->P17->P23,2.88,0.687,0
N129,0.934,0.538,0.736,Normal,0.541,31,53.12,6.82,0.711,P3->P13->P24,46.4,0.774,0
N91,0.867,0.319,0.593,Normal,0.285,80,50.45,21.86,1.259,P2->P13->P24,19.06,0.412,0
N40,0.947,0.89,0.918,Normal,0.168,84,76.4,23.14,0.735,P3->P20->P28,57.9,0.49,0
N61,0.533,0.489,0.511,Normal,0.255,26,93.03,12.22,3.53,P3->P13->P21,30.28,0.299,0
N7,0.329,0.873,0.601,Data Tampering,0.709,98,95.3,12.18,0.677,P1->P16->P28,25.17,0.985,1
N192,0.957,0.373,0.665,Data Tampering,0.671,15,88.61,36.75,2.909,P9->P13->P25,4.7,0.216,1
N3,0.886,0.295,0.59,Packet Drop,0.295,96,50.12,18.2,0.91,P9->P11->P30,51.65,0.552,0
N149,0.255,0.267,0.261,Normal,0.338,67,97.94,36.55,4.234,P6->P20->P21,56.77,0.512,0
N55,0.456,0.404,0.43,Selective Forwarding,0.614,15,69.18,29.0,4.048,P9->P17->P23,53.43,0.612,1
N199,0.495,0.336,0.416,Data Tampering,0.349,80,90.07,28.24,2.073,P2->P12->P29,31.82,0.058,0
N89,0.329,0.915,0.622,Normal,0.455,31,97.17,35.11,2.292,P6->P13->P30,30.79,0.541,0
N128,0.559,0.215,0.387,Normal,0.754,31,69.35,37.63,0.852,P6->P11->P29,44.51,0.819,0
N67,0.828,0.305,0.566,Normal,0.886,24,65.57,22.7,1.677,P5->P16->P30,18.26,0.755,0
N43,0.875,0.581,0.728,Packet Drop,0.002,51,57.44,17.65,4.966,P7->P20->P22,54.45,0.733,0
N49,0.369,0.78,0.574,Normal,0.676,19,81.42,33.31,2.265,P2->P15->P23,44.24,0.662,0
N48,0.291,0.572,0.432,Normal,0.346,44,80.93,6.29,4.914,P4->P19->P29,3.78,0.323,0
N84,0.852,0.619,0.736,Normal,0.344,41,87.93,34.58,1.569,P10->P18->P28,24.29,0.744,0
N7,0.305,0.346,0.326,Normal,0.227,55,90.52,8.34,4.171,P7->P16->P25,37.53,0.205,0
N189,0.652,0.392,0.522,Data Tampering,0.677,63,59.75,11.11,4.34,P1->P15->P24,10.89,0.112,1
N24,0.824,0.753,0.788,Packet Drop,0.033,12,66.21,16.82,4.698,P7->P11->P21,55.0,0.678,0
N63,0.28,0.758,0.519,Normal,0.447,44,79.45,5.87,3.642,P2->P12->P28,11.49,0.683,0
N182,0.89,0.653,0.772,Normal,0.561,34,92.44,36.19,4.729,P6->P15->P26,41.89,0.426,0
N9,0.607,0.396,0.502,Packet Drop,0.768,36,50.8,21.93,4.953,P3->P19->P23,53.79,0.465,1
N69,0.347,0.333,0.34,Normal,0.975,35,76.45,9.39,2.72,P5->P18->P23,48.16,0.864,0
N182,0.79,0.314,0.552,Sybil Attack,0.59,56,60.97,7.9,2.226,P10->P13->P23,6.6,0.607,1
N104,0.407,0.593,0.5,Normal,0.613,61,76.22,36.23,2.864,P10->P11->P30,47.33,0.563,0
N10,0.866,0.735,0.8,Normal,0.452,98,83.96,5.81,1.398,P7->P12->P24,24.35,0.268,0
N125,0.739,0.351,0.545,Selective Forwarding,0.24,39,95.46,37.9,3.528,P9->P17->P23,17.08,0.539,0
N89,0.774,0.508,0.641,Normal,0.058,33,64.61,10.39,3.491,P2->P11->P23,8.13,0.586,0
N75,0.895,0.637,0.766,Normal,0.578,86,74.97,43.53,2.984,P2->P17->P22,22.55,0.227,0
N51,0.937,0.807,0.872,Normal,0.992,72,80.48,26.25,1.85,P6->P14->P28,10.76,0.982,0
N106,0.961,0.971,0.966,Packet Drop,0.575,78,90.08,41.21,3.102,P3->P19->P26,14.1,0.449,1
N119,0.427,0.824,0.626,Normal,0.176,90,53.44,21.77,2.782,P1->P19->P27,22.69,0.325,0
N187,0.939,0.236,0.587,Normal,0.952,20,85.05,34.79,0.731,P5->P15->P23,20.24,0.766,0
N23,0.726,0.368,0.547,Normal,0.196,76,79.11,13.04,2.979,P8->P19->P27,24.57,0.763,0
N113,0.507,0.973,0.74,Normal,0.748,34,71.37,17.69,2.23,P4->P16->P22,47.9,0.087,0
N54,0.237,0.695,0.466,Normal,0.767,18,99.95,16.09,1.694,P2->P15->P26,49.57,0.575,0
N62,0.996,0.826,0.911,Normal,0.406,48,57.75,41.92,2.687,P5->P15->P27,52.52,0.95,0
N66,0.516,0.324,0.42,Normal,0.484,66,85.96,43.75,4.645,P5->P17->P21,19.62,0.573,0
N36,0.875,0.287,0.581,Sybil Attack,0.368,72,58.27,39.23,2.434,P5->P15->P26,6.61,0.64,0
N17,0.366,0.572,0.469,Normal,0.111,19,61.09,12.17,4.091,P9->P18->P26,21.39,0.087,0
N46,0.998,0.268,0.633,Data Tampering,0.045,37,77.44,17.59,4.788,P2->P20->P30,42.45,0.171,0
N65,0.641,0.638,0.64,Normal,0.01,85,69.74,29.27,1.659,P6->P16->P28,29.41,0.42,0
N72,0.266,0.444,0.355,Sybil Attack,0.505,96,56.46,44.44,0.766,P10->P16->P28,26.69,0.038,1
N125,0.323,0.974,0.648,Sybil Attack,0.831,30,61.29,34.15,1.328,P6->P20->P22,36.44,0.706,1
N126,0.61,0.808,0.709,Sybil Attack,0.064,71,68.12,44.33,1.689,P7->P19->P27,53.88,0.836,0
N7,0.293,0.858,0.576,Data Tampering,0.125,13,78.95,38.04,4.907,P6->P16->P25,50.27,0.727,0
N100,0.925,0.362,0.644,Normal,0.062,88,50.24,46.65,1.007,P8->P14->P27,20.3,0.648,0
N26,0.737,0.765,0.751,Normal,0.807,69,84.46,9.41,4.115,P5->P15->P21,8.26,0.634,0
N31,0.94,0.978,0.959,Normal,0.346,28,87.78,34.34,1.174,P2->P14->P23,21.88,0.241,0
N11,0.23,0.952,0.591,Normal,0.568,12,58.72,13.43,0.643,P7->P11->P30,18.79,0.362,0
N85,0.666,0.545,0.606,Normal,0.983,49,56.76,44.62,2.083,P1->P18->P22,35.62,0.685,0
N80,0.515,0.553,0.534,Normal,0.403,20,84.41,22.78,0.515,P8->P17->P30,28.93,0.781,0
N94,0.376,0.275,0.326,Normal,0.42,37,96.21,22.01,0.778,P6->P19->P26,43.36,0.781,0
N167,0.45,0.508,0.479,Normal,0.333,66,83.25,49.84,1.011,P3->P20->P29,14.9,0.282,0
N158,0.955,0.697,0.826,Normal,0.832,82,92.22,12.22,0.59,P5->P20->P21,1.64,0.363,0
N63,0.999,0.794,0.897,Selective Forwarding,0.823,79,79.13,27.49,3.599,P6->P15->P23,5.75,0.285,1
N67,0.397,0.591,0.494,Packet Drop,0.732,22,77.77,26.75,3.876,P3->P20->P23,49.1,0.09,1
N199,0.682,0.416,0.549,Normal,0.033,77,57.16,17.06,3.228,P2->P14->P27,17.93,0.956,0
N36,0.97,0.509,0.74,Normal,0.152,41,92.73,37.64,4.502,P9->P13->P24,59.6,0.882,0
N172,0.724,0.455,0.59,Normal,0.598,77,85.17,27.79,2.857,P2->P20->P23,35.03,0.845,0
N184,0.476,0.917,0.696,Normal,0.18,28,95.29,15.16,2.863,P3->P18->P27,30.09,0.592,0
N94,0.757,0.672,0.714,Normal,0.999,71,62.13,6.41,3.45,P2->P11->P23,48.67,0.238,0
N118,0.752,0.913,0.832,Normal,0.669,46,60.2,26.13,3.944,P4->P15->P25,24.58,0.761,0
N38,0.87,0.309,0.59,Normal,0.008,97,86.87,16.66,2.87,P6->P20->P30,52.06,0.367,0
N53,0.44,0.384,0.412,Normal,0.996,77,77.38,38.15,0.582,P10->P19->P21,26.5,0.022,0
N80,0.269,0.975,0.622,Normal,0.018,59,89.61,35.17,0.541,P4->P15->P28,57.74,0.874,0
N181,0.93,0.989,0.96,Normal,0.538,21,68.28,48.0,4.243,P9->P11->P27,51.78,0.77,0
N149,0.981,0.91,0.946,Data Tampering,0.822,93,56.91,24.36,1.12,P10->P11->P24,17.94,0.956,1
N129,0.732,0.442,0.587,Normal,0.475,35,62.35,46.13,2.517,P3->P14->P26,35.25,0.239,0
N172,0.307,0.408,0.358,Packet Drop,0.59,61,56.64,44.29,4.003,P1->P13->P29,1.65,0.222,1
N25,0.924,0.388,0.656,Data Tampering,0.298,20,75.02,32.81,4.512,P9->P11->P27,34.36,0.259,0
N185,0.855,0.827,0.841,Data Tampering,0.859,29,89.78,27.16,3.849,P1->P14->P26,59.22,0.965,1
N151,0.703,0.821,0.762,Normal,0.553,29,81.12,18.5,1.548,P8->P17->P25,25.33,0.68,0
N17,0.823,0.62,0.722,Data Tampering,0.646,24,64.13,43.31,1.61,P10->P14->P30,47.44,0.075,1
N86,0.798,0.943,0.87,Packet Drop,0.91,75,89.8,41.35,2.1,P4->P11->P24,49.27,0.599,1
N97,0.335,0.557,0.446,Normal,0.303,11,57.03,26.65,3.326,P6->P16->P28,28.71,0.407,0
N11,0.387,0.583,0.485,Sybil Attack,0.522,34,76.14,9.34,4.615,P6->P12->P25,6.79,0.297,1
N152,0.357,0.335,0.346,Normal,0.971,68,63.35,47.79,2.249,P2->P14->P27,39.1,0.036,0
N182,0.387,0.289,0.338,Normal,0.018,46,73.25,21.51,1.729,P10->P16->P27,35.36,0.634,0
N164,0.716,0.763,0.74,Normal,0.753,24,58.63,16.88,4.261,P10->P15->P30,12.17,0.815,0
N48,0.296,0.764,0.53,Normal,0.12,22,72.02,35.8,0.712,P10->P16->P23,38.26,0.465,0
N93,0.537,0.954,0.746,Normal,0.71,43,66.57,33.88,0.569,P7->P17->P22,2.91,0.893,0
N28,0.371,0.689,0.53,Normal,0.997,91,55.37,36.74,1.459,P1->P13->P28,21.9,0.922,0
N121,0.59,0.312,0.451,Normal,0.307,77,87.66,36.98,1.174,P4->P17->P30,32.49,0.553,0
N8,0.96,0.472,0.716,Normal,0.68,88,65.56,28.25,4.831,P6->P15->P25,8.29,0.459,0
N87,0.957,0.465,0.711,Normal,0.688,97,69.82,32.15,2.527,P6->P11->P22,26.72,0.985,0
N51,0.801,0.448,0.624,Packet Drop,0.735,54,81.23,34.18,4.653,P8->P20->P22,23.54,0.026,1
N114,0.623,0.367,0.495,Normal,0.288,71,86.89,44.07,0.704,P9->P17->P27,1.49,0.778,0
N71,0.756,0.676,0.716,Normal,0.735,48,67.63,11.29,0.795,P7->P11->P23,19.64,0.549,0
N157,0.388,0.458,0.423,Normal,0.326,89,97.83,7.89,0.826,P8->P20->P23,20.88,0.427,0
N154,0.621,0.272,0.446,Sybil Attack,0.068,41,63.94,26.71,0.955,P4->P13->P26,16.38,0.929,0
N145,0.701,0.901,0.801,Normal,0.477,15,85.0,40.25,1.519,P10->P20->P22,40.33,0.87,0
N27,0.889,0.27,0.58,Data Tampering,0.755,59,83.79,27.02,4.111,P8->P13->P23,53.77,0.159,1
N164,0.315,0.957,0.636,Sybil Attack,0.148,88,54.1,29.78,1.804,P6->P15->P23,40.36,0.46,0
N189,0.944,0.687,0.816,Normal,0.824,65,51.67,34.67,0.761,P4->P16->P30,19.74,0.768,0
N190,0.727,0.545,0.636,Normal,0.933,77,60.24,39.0,1.644,P4->P20->P28,15.33,0.424,0
N112,0.351,0.634,0.492,Sybil Attack,0.899,22,60.44,31.29,0.801,P8->P15->P22,43.1,0.427,1
N141,0.323,0.958,0.64,Normal,0.937,18,65.19,21.71,3.448,P3->P18->P26,17.5,0.491,0
N51,0.874,0.98,0.927,Packet Drop,0.758,15,91.11,27.13,1.017,P4->P11->P30,36.48,0.038,1
N14,0.319,0.488,0.403,Normal,0.5,55,69.24,34.09,3.137,P3->P19->P21,12.41,0.623,0
N172,0.792,0.708,0.75,Normal,0.839,66,68.72,48.95,2.0,P2->P17->P27,5.96,0.686,0
N168,0.383,0.639,0.511,Normal,0.166,96,98.18,21.91,3.323,P10->P17->P26,41.57,0.557,0
N79,0.294,0.369,0.332,Normal,0.043,58,63.44,11.65,4.231,P8->P12->P23,30.27,0.953,0
N161,0.527,0.457,0.492,Normal,0.02,40,72.99,39.27,2.807,P8->P14->P29,43.81,0.952,0
N189,0.903,0.925,0.914,Sybil Attack,0.564,51,90.46,37.13,2.844,P9->P12->P29,5.02,0.055,1
N62,0.726,0.485,0.605,Normal,0.734,75,69.69,30.73,2.366,P10->P15->P30,45.2,0.724,0
N25,0.988,0.803,0.896,Normal,0.179,12,53.15,39.8,4.846,P7->P20->P22,23.14,0.708,0
N81,0.461,0.331,0.396,Normal,0.316,13,99.97,43.22,4.786,P5->P13->P28,26.08,0.219,0
N126,0.673,0.95,0.812,Sybil Attack,0.661,46,89.98,18.54,0.6,P6->P19->P21,31.58,0.735,1
N26,0.214,0.8,0.507,Normal,0.353,21,87.29,18.72,2.933,P1->P14->P21,39.42,0.678,0
N113,0.971,0.642,0.806,Packet Drop,0.995,46,79.48,47.12,2.95,P3->P18->P28,49.97,0.278,1
N120,0.988,0.871,0.93,Data Tampering,0.471,66,66.29,39.86,3.01,P8->P12->P23,27.35,0.379,0
N159,0.346,0.52,0.433,Data Tampering,0.189,74,75.0,48.01,4.84,P6->P13->P30,4.89,0.48,0
N11,0.289,0.365,0.327,Normal,0.977,61,55.11,6.87,1.099,P8->P12->P29,14.5,0.561,0
N78,0.89,0.644,0.767,Normal,0.007,32,64.73,14.03,1.912,P3->P20->P22,35.09,0.148,0
N65,0.424,0.655,0.54,Packet Drop,0.438,54,79.42,7.82,4.925,P1->P17->P30,58.54,0.867,0
N158,0.399,0.279,0.339,Selective Forwarding,0.343,25,79.9,20.59,3.147,P9->P12->P28,45.97,0.426,0
